code	label	tree
F654	F654 (Pédophilie)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F65 (Tbl. DE LA PREFERENCE SEXUELLE)-F654 (Pédophilie)
X978	X978 (( CIM10 : X97.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X97 (X97)-X978 (( CIM10 : X97.8 ))
C794	C794 (Tumeur maligne secondaire de parties du système nerveux, autres et non précisées)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C79 (T.M. IIre. D'AUTRES SIEGES)-C794 (Tumeur maligne secondaire de parties du système nerveux, autres et non précisées)
S45	S45 (LES. DES Vssx. SANG. NIV. EPAULE, BRAS)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S45 (LES. DES Vssx. SANG. NIV. EPAULE, BRAS)
X65	X65 (X65)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X65 (X65)
O891	O891 (Complications cardiaques de l'anesthésie au cours de la puerpéralité)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O89 (COMPLIC. DE L'ANEST. AU COURS DE LA PUERP.)-O891 (Complications cardiaques de l'anesthésie au cours de la puerpéralité)
X391	X391 (( CIM10 : X39.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X39 (X39)-X391 (( CIM10 : X39.1 ))
M8317	M8317 (Ostéomalacie sénile   Cheville et pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M83 (OSTEOMALACIE DE L'ADULTE)-M8317 (Ostéomalacie sénile   Cheville et pied)
W681	W681 (( CIM10 : W68.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W68 (W68)-W681 (( CIM10 : W68.1 ))
V803	V803 (( CIM10 : V80.3 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V80 (V80)-V803 (( CIM10 : V80.3 ))
W229	W229 (( CIM10 : W22.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W22 (W22)-W229 (( CIM10 : W22.9 ))
S3819	S3819 (Écrasement de parties non précisées de l'abdomen, des lombes et du bassin)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S38 (ECRAS. ET AMPUT. TRAUMA. D'UNE PARTIE DE L'ABDO., LOMBES, BA)-S3819 (Écrasement de parties non précisées de l'abdomen, des lombes et du bassin)
T289	T289 (Corrosion des organes internes, autres et sans précision)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T28 (BRULURE ET CORROSION D'AUTRES ORG. INT.)-T289 (Corrosion des organes internes, autres et sans précision)
D358	D358 (Tumeur bénigne de plusieurs glandes endocrines)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D35 (T.B. DES Gld. ENDOCRINES, NCA OU SAI)-D358 (Tumeur bénigne de plusieurs glandes endocrines)
V189	V189 (( CIM10 : V18.9 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V18 (V18)-V189 (( CIM10 : V18.9 ))
R896	R896 (Résultats cytologiques anormaux de prélèvements effectués sur d'autres organes, appareils et tissus : résultats cytologiques)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R89 (RES. Anx. DE PRELEV. SUR ORG., APP. NCA)-R896 (Résultats cytologiques anormaux de prélèvements effectués sur d'autres organes, appareils et tissus : résultats cytologiques)
A16	A16 (TUBERC. DE L'APP. RESP., SANS CONFIRM. BACTERIO. OU HISTO.)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A16 (TUBERC. DE L'APP. RESP., SANS CONFIRM. BACTERIO. OU HISTO.)
X222	X222 (( CIM10 : X22.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X22 (X22)-X222 (( CIM10 : X22.2 ))
E87	E87 (DESEQUILIBRES HYDRO ELECTROLYTIQUES ET ACIDO BASIQUES, NCA)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E87 (DESEQUILIBRES HYDRO ELECTROLYTIQUES ET ACIDO BASIQUES, NCA)
M2525	M2525 (Hyperlaxité articulaire   Articulations de la hanche et sacro iliaque)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M25 (AFF. ARTIC., NCA)-M2525 (Hyperlaxité articulaire   Articulations de la hanche et sacro iliaque)
M2547	M2547 (Épanchement articulaire   Articulations de la cheville et du pied)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M25 (AFF. ARTIC., NCA)-M2547 (Épanchement articulaire   Articulations de la cheville et du pied)
Z000	Z000 (Examen médical général)	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z00 (EX. Gal. ET INVESTIG. DE SUJETS POUR LESQUELS AUCUN DIAG. N')-Z000 (Examen médical général)
W037	W037 (( CIM10 : W03.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W03 (W03)-W037 (( CIM10 : W03.7 ))
G991	G991 (Autres affections du système nerveux autonome au cours d'autres maladies classées ailleurs)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G99 (AFF. DU SYST. NERV. AVEC MAL. CL. AILL., NCA)-G991 (Autres affections du système nerveux autonome au cours d'autres maladies classées ailleurs)
J35	J35 (MAL. CHRON. DES AMYGDALES ET DES VEGETATIONS ADENOIDES)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J35 (MAL. CHRON. DES AMYGDALES ET DES VEGETATIONS ADENOIDES)
Q677	Q677 (Thorax en carène congénital)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q67 (ANOM. MORPH. CONG. DE LA TETE, DE LA FACE, DU RACHIS ET DU T)-Q677 (Thorax en carène congénital)
T914	T914 (Séquelles de lésion traumatique d'organes intrathoraciques)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T91 (SEQ. DE LES. TRAUMA. DU COU ET DU TRONC)-T914 (Séquelles de lésion traumatique d'organes intrathoraciques)
M7183	M7183 (Autres affections des bourses séreuses précisées   Avant bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M71 (BURSITES, NCA)-M7183 (Autres affections des bourses séreuses précisées   Avant bras)
Y312	Y312 (( CIM10 : Y31.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y31 (Y31)-Y312 (( CIM10 : Y31.2 ))
W902	W902 (( CIM10 : W90.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W90 (W90)-W902 (( CIM10 : W90.2 ))
I770	I770 (Fistule artérioveineuse, acquise)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I77 (ATTEINTES DES ART. ET ARTERIOLES, NCA)-I770 (Fistule artérioveineuse, acquise)
V881	V881 (( CIM10 : V88.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V88 (V88)-V881 (( CIM10 : V88.1 ))
B008	B008 (Autres formes d'infection due au virus de l'herpès)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B00 (INFECT. PAR LE VIRUS DE L'HERPES)-B008 (Autres formes d'infection due au virus de l'herpès)
M0518	M0518 (Maladie pulmonaire rhumatoïde (J99.0)   Autres articulations)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M05 (POLYARTHRITE RHUMATOIDE SEROPOSITIVE)-M0518 (Maladie pulmonaire rhumatoïde (J99.0)   Autres articulations)
Q231	Q231 (Insuffisance congénitale de la valvule aortique)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q23 (MALF. CONG. DES VALV. AORT. ET MITRALE)-Q231 (Insuffisance congénitale de la valvule aortique)
R942	R942 (Résultats anormaux d'explorations fonctionnelles pulmonaires)	ICD10FR (code CIM10)-Chap18 (SYMPTOMES SIGNES ET ETATS MORBIDES)-R94 (RES. Anx. D'EXPLO. Fct.)-R942 (Résultats anormaux d'explorations fonctionnelles pulmonaires)
D180	D180 (Hémangiome, tout siège)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D18 (HEMANGIOME ET LYMPHANGIOME, TOUT SIEGE)-D180 (Hémangiome, tout siège)
N083	N083 (Glomérulopathie au cours du diabète sucré (E10 E14 avec le quatrième chiffre .2))	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N08 (GLOMERULOPATHIES AVEC MAL. CL. AILL.)-N083 (Glomérulopathie au cours du diabète sucré (E10 E14 avec le quatrième chiffre .2))
P741	P741 (Déshydratation du nouveau né)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P74 (ANOM. ELECTROLYTIQUES ET METAB. TRANSIT. DU N.N., NCA)-P741 (Déshydratation du nouveau né)
M1222	M1222 (Synovite villonodulaire (pigmentaire)   Articulation du coude)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M12 (ARTHROPATHIES SPECIFIQUES, NCA)-M1222 (Synovite villonodulaire (pigmentaire)   Articulation du coude)
T8602	T8602 (Réaction chronique d'un greffon de moelle osseuse contre l'hôte)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T85 (COMPLIC. D'AUTRES PROTH., IMPL., GREF. INT.)-T8602 (Réaction chronique d'un greffon de moelle osseuse contre l'hôte)
W274	W274 (( CIM10 : W27.4 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W27 (W27)-W274 (( CIM10 : W27.4 ))
J399	J399 (Maladie des voies respiratoires supérieures, sans précision)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J39 (MAL. DES VOIES RESP. SUP., NCA)-J399 (Maladie des voies respiratoires supérieures, sans précision)
M8200	M8200 (Ostéoporose au cours de myélomatose multiple (C90.0)   Sièges multiples)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M82 (OSTEOPOROSE AVEC MAL. CL. AILL.)-M8200 (Ostéoporose au cours de myélomatose multiple (C90.0)   Sièges multiples)
V411	V411 (( CIM10 : V41.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V41 (V41)-V411 (( CIM10 : V41.1 ))
T339	T339 (Gelure superficielle de localisations autres et non précisées)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T33 (GELURE SUPERF.)-T339 (Gelure superficielle de localisations autres et non précisées)
P131	P131 (Autres lésions du crâne dues à un traumatisme obstétrical)	ICD10FR (code CIM10)-Chap16 (AFFECTION ORIGINE PERINATALE)-P13 (LES. DU SQUELETTE DUE A UN TRAUMA. OBST.)-P131 (Autres lésions du crâne dues à un traumatisme obstétrical)
A48	A48 (MAL. BACT., NCA)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A48 (MAL. BACT., NCA)
M8519	M8519 (Ostéose fluorée   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M85 (ANOM. DE LA DENSITE ET DE LA STRUCTURE OSSEUSES, NCA)-M8519 (Ostéose fluorée   Siège non précisé)
C169	C169 (Tumeur maligne de l'estomac, sans précision)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C16 (T.M. DE L'ESTOMAC)-C169 (Tumeur maligne de l'estomac, sans précision)
Z226	Z226 (Sujet porteur d'une infection à virus lymphotrope des lymphocytes T humains de type 1 [HTLV 1])	ICD10FR (code CIM10)-Chap21 (FACTEURS INFLUANT L'ETAT DE SANTE)-Z22 (SUJET PORTEUR DE GERMES RESPONSABLES D'UNE MAL. INFECT.)-Z226 (Sujet porteur d'une infection à virus lymphotrope des lymphocytes T humains de type 1 [HTLV 1])
V18	V18 (V18)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V18 (V18)
G410	G410 (État de grand mal épileptique)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G41 (ETAT DE MAL EPILEP.)-G410 (État de grand mal épileptique)
M2362	M2362 (Autres ruptures spontanées de ligament(s) du genou   LCP)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M23 (LES. INT. DU GENOU)-M2362 (Autres ruptures spontanées de ligament(s) du genou   LCP)
Q832	Q832 (Absence de mamelon)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q83 (MALF. CONG. DU SEIN)-Q832 (Absence de mamelon)
C170	C170 (Tumeur maligne du duodénum)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-C17 (T.M. DE L'INTESTIN GRELE)-C170 (Tumeur maligne du duodénum)
O871	O871 (Phlébothrombose profonde au cours de la puerpéralité)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O87 (COMPLIC. VEINEUSES AU COURS DE LA PUERP.)-O871 (Phlébothrombose profonde au cours de la puerpéralité)
M4685	M4685 (Autres spondylopathies inflammatoires précisées   Région dorso lombaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M46 (SPONDYLOPATHIES INFL., NCA)-M4685 (Autres spondylopathies inflammatoires précisées   Région dorso lombaire)
S902	S902 (Contusion d'un (des) orteil(s) avec lésion de l'ongle)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-S90 (LES. TRAUMA. SUPERF. CHEVILLE, PIED)-S902 (Contusion d'un (des) orteil(s) avec lésion de l'ongle)
X85	X85 (X85)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X85 (X85)
I43	I43 (MYOCARDIOPATHIE AVEC MAL. CL. AILL.)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I43 (MYOCARDIOPATHIE AVEC MAL. CL. AILL.)
W27	W27 (W27)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W27 (W27)
M1994	M1994 (Arthrose, sans précision   Articulations de la main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M19 (ARTHROSES, NCA)-M1994 (Arthrose, sans précision   Articulations de la main)
M615	M615 (Autres ossifications de muscles)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M61 (CALCIFICATION ET OSSIFICATION DE MUSCLES)-M615 (Autres ossifications de muscles)
Y553	Y553 (( CIM10 : Y55.3 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y55 (Y55)-Y553 (( CIM10 : Y55.3 ))
J30	J30 (RHINITE ALLERGIQUE ET VASOMOTRICE)	ICD10FR (code CIM10)-Chap10 (MALADIES APPAREIL RESPIRATOIRE)-J30 (RHINITE ALLERGIQUE ET VASOMOTRICE)
M772	M772 (Périarthrite du poignet)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M77 (ENTHESOPATHIES, NCA)-M772 (Périarthrite du poignet)
M7793	M7793 (Enthésopathie, sans précision   Avant bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M77 (ENTHESOPATHIES, NCA)-M7793 (Enthésopathie, sans précision   Avant bras)
N880	N880 (Leucoplasie du col de l'utérus)	ICD10FR (code CIM10)-Chap14 (MALADIES ORGANES GENITO URINAIRES)-N88 (AFF. NON INFL. DU COL DE L'UTERUS, NCA)-N880 (Leucoplasie du col de l'utérus)
M2475	M2475 (Protrusion acétabulaire   Articulations de la hanche et sacro iliaque)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M24 (LES. ARTIC. SPECIFIQUES, NCA)-M2475 (Protrusion acétabulaire   Articulations de la hanche et sacro iliaque)
V387	V387 (( CIM10 : V38.7 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-V38 (V38)-V387 (( CIM10 : V38.7 ))
W77	W77 (W77)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W77 (W77)
X605	X605 (( CIM10 : X60.5 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X60 (X60)-X605 (( CIM10 : X60.5 ))
H67	H67 (OTITE MOY. AVEC MAL. CL. AILL.)	ICD10FR (code CIM10)-Chap8 (MALADIE OREILLE ET MASTOIDE)-H67 (OTITE MOY. AVEC MAL. CL. AILL.)
K93840	K93840 (Infection de l'anus par le virus de l'herpès (A60.1))	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K93 (ATTEINTES D'AUTRES ORG. DE L'APP. DIG. AVEC MAL. CL. AILL.)-K93840 (Infection de l'anus par le virus de l'herpès (A60.1))
L603	L603 (Dystrophie des ongles)	ICD10FR (code CIM10)-Chap12 (MALADIES PEAU ET TISSU SS CUTANE)-L60 (MAL. DES ONGLES)-L603 (Dystrophie des ongles)
H352	H352 (Autres rétinopathies proliférantes)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H35 (AFF. RETINIENNES, NCA)-H352 (Autres rétinopathies proliférantes)
M8113	M8113 (Ostéoporose post ovariectomie   Avant bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M81 (OSTEOPOROSE SANS FRAC. PATHO.)-M8113 (Ostéoporose post ovariectomie   Avant bras)
H900	H900 (Surdité bilatérale de transmission)	ICD10FR (code CIM10)-Chap8 (MALADIE OREILLE ET MASTOIDE)-H90 (SURDITE DE TRANSM. ET NEUROSENSORIELLE)-H900 (Surdité bilatérale de transmission)
B33	B33 (MAL. A VIRUS, NCA)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B33 (MAL. A VIRUS, NCA)
O019	O019 (Môle hydatiforme, sans précision)	ICD10FR (code CIM10)-Chap15 (COMPLICATIONS GROSSESSE ACCOUCHEMENT ET SUITES)-O01 (MOLE HYDATIFORME)-O019 (Môle hydatiforme, sans précision)
W752	W752 (( CIM10 : W75.2 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W75 (W75)-W752 (( CIM10 : W75.2 ))
M8506	M8506 (Dysplasie fibreuse (localisée)   Jambe)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M85 (ANOM. DE LA DENSITE ET DE LA STRUCTURE OSSEUSES, NCA)-M8506 (Dysplasie fibreuse (localisée)   Jambe)
H15	H15 (AFF. DE LA SCLEROTIQUE)	ICD10FR (code CIM10)-Chap7 (MALADIES OEIL ET ANNEXES)-H15 (AFF. DE LA SCLEROTIQUE)
B458	B458 (Autres formes de cryptococcose)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B45 (CRYPTOCOCCOSE)-B458 (Autres formes de cryptococcose)
M6142	M6142 (Autres calcifications de muscles   Bras)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M61 (CALCIFICATION ET OSSIFICATION DE MUSCLES)-M6142 (Autres calcifications de muscles   Bras)
W388	W388 (( CIM10 : W38.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W38 (W38)-W388 (( CIM10 : W38.8 ))
M0520	M0520 (Vascularite rhumatoïde   Sièges multiples)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M05 (POLYARTHRITE RHUMATOIDE SEROPOSITIVE)-M0520 (Vascularite rhumatoïde   Sièges multiples)
Q380	Q380 (Malformations congénitales des lèvres, non classées ailleurs)	ICD10FR (code CIM10)-Chap17 (ANOMALIES CONGENITALES)-Q38 (MALF. CONG. DE LA LANGUE, DE LA BOUCHE ET DU PHARYNX, NCA)-Q380 (Malformations congénitales des lèvres, non classées ailleurs)
G003	G003 (Méningite à staphylocoques)	ICD10FR (code CIM10)-Chap6 (MALADIES DU SYSTEME NERVEUX)-G00 (MENINGITE BACT., NCA)-G003 (Méningite à staphylocoques)
T58	T58 (INTOX. PAR MONOXYDE DE CARBONE)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T58 (INTOX. PAR MONOXYDE DE CARBONE)
F09	F09 (Tbl. MENT. ORG. OU SYMPT., SAI)	ICD10FR (code CIM10)-Chap5 (TROUBLES MENTAUX)-F09 (Tbl. MENT. ORG. OU SYMPT., SAI)
M0909	M0909 (Polyarthrite juvénile au cours de psoriasis (L40.5)   Siège non précisé)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M09 (POLYARTHRITE JUV. AVEC MAL. CL. AILL.)-M0909 (Polyarthrite juvénile au cours de psoriasis (L40.5)   Siège non précisé)
M0751	M0751 (Arthropathie au cours de colite ulcéreuse (K51. )   Articulations acromio claviculaire, scapulo humérale, et sterno claviculaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M07 (ARTHROPATHIES PSORIASIQUES ET ENTEROPATHIQUES)-M0751 (Arthropathie au cours de colite ulcéreuse (K51. )   Articulations acromio claviculaire, scapulo humérale, et sterno claviculaire)
M0904	M0904 (Polyarthrite juvénile au cours de psoriasis (L40.5)   Articulations de la main)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M09 (POLYARTHRITE JUV. AVEC MAL. CL. AILL.)-M0904 (Polyarthrite juvénile au cours de psoriasis (L40.5)   Articulations de la main)
W141	W141 (( CIM10 : W14.1 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-W14 (W14)-W141 (( CIM10 : W14.1 ))
M45+9	M45+9 (Spondylarthrite ankylosante   Localisation vertébrale non précisée)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M45 (SPONDYLARTHRITE ANKYLOSANTE)-M45+9 (Spondylarthrite ankylosante   Localisation vertébrale non précisée)
A231	A231 (Brucellose à Brucella abortus)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-A23 (BRUCELLOSE)-A231 (Brucellose à Brucella abortus)
I844	I844 (Hémorroïdes externes avec d'autres complications)	ICD10FR (code CIM10)-Chap9 (MALADIES APPAREIL CIRCULATOIRE)-I84 (HEMORROIDES)-I844 (Hémorroïdes externes avec d'autres complications)
B77	B77 (ASCARIDIASE)	ICD10FR (code CIM10)-Chap1 (MALADIES INFECTIEUSES ET PARASITAIRES)-B77 (ASCARIDIASE)
D190	D190 (Tumeur bénigne du tissu mésothélial de la plèvre)	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D19 (T.B. DU TISSU MESOTHELIAL)-D190 (Tumeur bénigne du tissu mésothélial de la plèvre)
D477	D477 (Autres tumeurs précisées à évolution imprévisible et inconnue des tissus lymphoïde, hématopoïétique et apparentés à (évolution imprévisible ou inconnue))	ICD10FR (code CIM10)-Chap2 (TUMEURS)-D47 (T. EV. IMPR., INC. DES TISSUS LYMPHOIDE, HEMATO. ET APPARENT)-D477 (Autres tumeurs précisées à évolution imprévisible et inconnue des tissus lymphoïde, hématopoïétique et apparentés à (évolution imprévisible ou inconnue))
Y88	Y88 (Y88)	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-Y88 (Y88)
T479	T479 (Intoxication par substance agissant essentiellement sur le tractus gastro intestinal, sans précision)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T47 (INTOX. PAR SUBST. AGIS. SUR LE TRACTUS GASTRO INTEST.)-T479 (Intoxication par substance agissant essentiellement sur le tractus gastro intestinal, sans précision)
E34	E34 (Tbl. ENDOCRINIENS, NCA)	ICD10FR (code CIM10)-Chap4 (MALADIES ENDOCRINES ,NUTRITION ,METABOLISME ET TR IMMUNITAIRE)-E34 (Tbl. ENDOCRINIENS, NCA)
M072	M072 (Spondylite psoriasique (L40.5))	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M07 (ARTHROPATHIES PSORIASIQUES ET ENTEROPATHIQUES)-M072 (Spondylite psoriasique (L40.5))
T335	T335 (Gelure superficielle du poignet et de la main)	ICD10FR (code CIM10)-Chap19 (LESIONS TRAUMATIQUES ET EMPOISONNEMENTS)-T33 (GELURE SUPERF.)-T335 (Gelure superficielle du poignet et de la main)
K23	K23 (ATTEINTES DE L'OESOPHAGE AVEC MAL. CL. AILL.)	ICD10FR (code CIM10)-Chap11 (MALADIES APPAREIL DIGESTIF)-K23 (ATTEINTES DE L'OESOPHAGE AVEC MAL. CL. AILL.)
X138	X138 (( CIM10 : X13.8 ))	ICD10FR (code CIM10)-Chap20 (CAUSES EXTERNES DE MORBIDITE ET DE MORTALITE)-X13 (X13)-X138 (( CIM10 : X13.8 ))
M1110	M1110 (Chondrocalcinose familiale   Sièges multiples)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M11 (ARTHROPATHIES DUES A DES MICROCRISTAUX, NCA)-M1110 (Chondrocalcinose familiale   Sièges multiples)
M4785	M4785 (Autres spondylarthroses   Région dorso lombaire)	ICD10FR (code CIM10)-Chap13 (MALADIES SYST OSTEO ART MUSCLES ET TISSU CONJONCTIF)-M47 (SPONDYLARTHROSE)-M4785 (Autres spondylarthroses   Région dorso lombaire)
